dup1	dup2	type
AEP_HVAEP1.G002455	AEP_HVAEP13.G024436	DD
AEP_HVAEP1.G002451	AEP_HVAEP13.G024436	DD
AEP_HVAEP1.G002452	AEP_HVAEP13.G024436	DD
AEP_HVAEP13.G024389	AEP_HVAEP13.G024436	DD
AEP_HVAEP13.G024393	AEP_HVAEP13.G024436	DD
AEP_HVAEP13.G024394	AEP_HVAEP13.G024436	DD
AEP_HVAEP13.G024379	AEP_HVAEP13.G024436	DD
AEP_HVAEP13.G024438	AEP_HVAEP13.G024374	DD
AEP_HVAEP13.G024439	AEP_HVAEP13.G024374	DD
AEP_HVAEP13.G024395	AEP_HVAEP13.G024374	DD
AEP_HVAEP13.G024835	AEP_HVAEP13.G024374	DD
AEP_HVAEP13.G024379	AEP_HVAEP13.G024374	PD
AEP_HVAEP2.G004074	AEP_HVAEP13.G024374	DD
AEP_HVAEP13.G024389	AEP_HVAEP13.G024374	DD
AEP_HVAEP13.G024394	AEP_HVAEP13.G024374	DD
AEP_HVAEP1.G002451	AEP_HVAEP13.G024374	DD
AEP_HVAEP13.G024393	AEP_HVAEP13.G024374	DD
AEP_HVAEP13.G024395	AEP_HVAEP1.G002453	DD
AEP_HVAEP1.G002452	AEP_HVAEP1.G002453	TD
AEP_HVAEP1.G002453	AEP_HVAEP13.G024835	DD
AEP_HVAEP1.G002454	AEP_HVAEP1.G002451	PD
AEP_HVAEP13.G024437	AEP_HVAEP13.G024390	DD
AEP_HVAEP13.G024394	AEP_HVAEP13.G024390	PD
AEP_HVAEP13.G024439	AEP_HVAEP13.G024390	DD
AEP_HVAEP14.G027052	AEP_HVAEP13.G024390	DD
AEP_HVAEP1.G002455	AEP_HVAEP13.G024390	DD
AEP_HVAEP7.G012444	AEP_HVAEP13.G024390	DD
AEP_HVAEP13.G024379	AEP_HVAEP13.G024390	DD
AEP_HVAEP13.G024374	AEP_HVAEP13.G024390	DD
AEP_HVAEP13.G024389	AEP_HVAEP13.G024390	TD
AEP_HVAEP13.G024438	AEP_HVAEP13.G024390	DD
AEP_HVAEP13.G024835	AEP_HVAEP13.G024390	DD
AEP_HVAEP13.G024395	AEP_HVAEP13.G024390	PD
AEP_HVAEP2.G004074	AEP_HVAEP13.G024390	DD
AEP_HVAEP13.G024393	AEP_HVAEP13.G024390	PD
AEP_HVAEP1.G002460	AEP_HVAEP1.G002461	TD
AEP_HVAEP2.G002715	AEP_HVAEP12.G023847	DD
AEP_HVAEP11.G019824	AEP_HVAEP12.G023847	DD
AEP_HVAEP10.G018983	AEP_HVAEP12.G023847	DD
AEP_HVAEP11.G019900	AEP_HVAEP12.G023847	DD
AEP_HVAEP3.G005169	AEP_HVAEP12.G023847	DD
AEP_HVAEP2.G003707	AEP_HVAEP12.G023847	DD
AEP_HVAEP5.G009930	AEP_HVAEP12.G023847	DD
AEP_HVAEP11.G019712	AEP_HVAEP12.G023847	DD
AEP_HVAEP8.G014872	AEP_HVAEP12.G023847	DD
AEP_HVAEP1.G002462	AEP_HVAEP12.G023847	DD
AEP_HVAEP2.G002731	AEP_HVAEP12.G023847	DD
AEP_HVAEP11.G019552	AEP_HVAEP12.G023847	DD
AEP_HVAEP11.G019390	AEP_HVAEP12.G023847	DD
AEP_HVAEP2.G002764	AEP_HVAEP10.G017919	DD
AEP_HVAEP1.G002463	AEP_HVAEP10.G017919	DD
AEP_HVAEP8.G015000	AEP_HVAEP10.G017919	DD
AEP_HVAEP1.G002463	AEP_HVAEP2.G002764	DD
AEP_HVAEP10.G017919	AEP_HVAEP10.G018937	DD
AEP_HVAEP1.G002463	AEP_HVAEP10.G018937	DD
AEP_HVAEP1.G002466	AEP_HVAEP4.G008947	DD
AEP_HVAEP1.G002465	AEP_HVAEP4.G008947	DD
AEP_HVAEP9.G016652	AEP_HVAEP10.G018926	DD
AEP_HVAEP4.G008947	AEP_HVAEP10.G018926	DD
AEP_HVAEP1.G002465	AEP_HVAEP10.G018926	DD
AEP_HVAEP1.G002465	AEP_HVAEP9.G016652	DD
AEP_HVAEP4.G008947	AEP_HVAEP9.G016652	DD
AEP_HVAEP4.G008948	AEP_HVAEP11.G020316	DD
AEP_HVAEP4.G008959	AEP_HVAEP11.G020316	DD
AEP_HVAEP1.G002466	AEP_HVAEP11.G020316	DD
AEP_HVAEP1.G002465	AEP_HVAEP11.G020316	DD
AEP_HVAEP9.G016652	AEP_HVAEP11.G020316	DD
AEP_HVAEP4.G008947	AEP_HVAEP11.G020316	DD
AEP_HVAEP2.G003095	AEP_HVAEP11.G020316	DD
AEP_HVAEP3.G006035	AEP_HVAEP11.G020316	DD
AEP_HVAEP4.G008325	AEP_HVAEP11.G020316	DD
AEP_HVAEP12.G022436	AEP_HVAEP4.G008325	DD
AEP_HVAEP1.G002466	AEP_HVAEP4.G008325	DD
AEP_HVAEP2.G003095	AEP_HVAEP4.G008325	DD
AEP_HVAEP9.G016653	AEP_HVAEP4.G008325	DD
AEP_HVAEP3.G006035	AEP_HVAEP4.G008325	DD
AEP_HVAEP15.G027922	AEP_HVAEP4.G008325	DD
AEP_HVAEP1.G002466	AEP_HVAEP2.G003095	DD
AEP_HVAEP1.G002467	AEP_HVAEP2.G003209	DD
AEP_HVAEP2.G003207	AEP_HVAEP2.G003209	PD
AEP_HVAEP3.G007022	AEP_HVAEP2.G003209	DD
AEP_HVAEP1.G002659	AEP_HVAEP2.G003209	DD
AEP_HVAEP2.G003110	AEP_HVAEP2.G003209	DD
AEP_HVAEP9.G015893	AEP_HVAEP12.G022683	DD
AEP_HVAEP6.G010647	AEP_HVAEP12.G022683	DD
AEP_HVAEP7.G013106	AEP_HVAEP12.G022683	DD
AEP_HVAEP8.G014802	AEP_HVAEP12.G022683	DD
AEP_HVAEP6.G012095	AEP_HVAEP12.G022683	DD
AEP_HVAEP3.G005675	AEP_HVAEP12.G022683	DD
AEP_HVAEP5.G009389	AEP_HVAEP12.G022683	DD
AEP_HVAEP5.G009420	AEP_HVAEP12.G022683	DD
AEP_HVAEP1.G002468	AEP_HVAEP12.G022683	DD
AEP_HVAEP4.G008180	AEP_HVAEP12.G022683	DD
AEP_HVAEP6.G010702	AEP_HVAEP12.G022683	DD
AEP_HVAEP7.G013080	AEP_HVAEP12.G022683	DD
AEP_HVAEP8.G014800	AEP_HVAEP12.G022683	DD
AEP_HVAEP4.G008334	AEP_HVAEP12.G022683	DD
AEP_HVAEP14.G026847	AEP_HVAEP12.G022683	DD
AEP_HVAEP8.G014185	AEP_HVAEP12.G022683	DD
AEP_HVAEP7.G013106	AEP_HVAEP4.G008180	DD
AEP_HVAEP1.G002468	AEP_HVAEP4.G008180	DD
AEP_HVAEP8.G014185	AEP_HVAEP4.G008180	DD
AEP_HVAEP12.G022684	AEP_HVAEP3.G005675	DD
AEP_HVAEP1.G002468	AEP_HVAEP3.G005675	DD
AEP_HVAEP11.G021184	AEP_HVAEP3.G005675	DD
AEP_HVAEP4.G008113	AEP_HVAEP3.G005675	DD
AEP_HVAEP14.G026015	AEP_HVAEP3.G005675	DD
AEP_HVAEP1.G002468	AEP_HVAEP7.G013106	DD
AEP_HVAEP11.G021184	AEP_HVAEP7.G013106	DD
AEP_HVAEP3.G005675	AEP_HVAEP7.G013106	DD
AEP_HVAEP1.G002470	AEP_HVAEP9.G017291	DD
AEP_HVAEP11.G019833	AEP_HVAEP9.G017291	DD
AEP_HVAEP12.G024043	AEP_HVAEP9.G017291	DD
AEP_HVAEP4.G007940	AEP_HVAEP9.G017291	DD
AEP_HVAEP7.G013199	AEP_HVAEP1.G001229	DD
AEP_HVAEP6.G011882	AEP_HVAEP1.G001229	DD
AEP_HVAEP1.G002470	AEP_HVAEP1.G001229	DD
AEP_HVAEP1.G002471	AEP_HVAEP7.G013687	DD
AEP_HVAEP4.G008988	AEP_HVAEP7.G013687	DD
AEP_HVAEP7.G013687	AEP_HVAEP13.G024045	DD
AEP_HVAEP1.G002471	AEP_HVAEP13.G024045	DD
AEP_HVAEP2.G003742	AEP_HVAEP14.G026386	DD
AEP_HVAEP2.G003853	AEP_HVAEP14.G026386	DD
AEP_HVAEP1.G002471	AEP_HVAEP14.G026386	DD
AEP_HVAEP2.G004825	AEP_HVAEP14.G026386	DD
AEP_HVAEP14.G026241	AEP_HVAEP14.G026386	DD
AEP_HVAEP13.G024045	AEP_HVAEP4.G008988	DD
AEP_HVAEP13.G024044	AEP_HVAEP4.G008988	DD
AEP_HVAEP1.G002471	AEP_HVAEP4.G008988	DD
AEP_HVAEP2.G004072	AEP_HVAEP4.G008988	DD
AEP_HVAEP3.G005097	AEP_HVAEP10.G018834	DD
AEP_HVAEP13.G025519	AEP_HVAEP10.G018834	DD
AEP_HVAEP12.G023112	AEP_HVAEP10.G018834	DD
AEP_HVAEP4.G008525	AEP_HVAEP10.G018834	DD
AEP_HVAEP9.G017485	AEP_HVAEP10.G018834	DD
AEP_HVAEP1.G002472	AEP_HVAEP10.G018834	DD
AEP_HVAEP2.G004691	AEP_HVAEP4.G008525	DD
AEP_HVAEP9.G015658	AEP_HVAEP4.G008525	DD
AEP_HVAEP1.G002472	AEP_HVAEP4.G008525	DD
AEP_HVAEP12.G022065	AEP_HVAEP9.G017485	DD
AEP_HVAEP3.G005097	AEP_HVAEP9.G017485	DD
AEP_HVAEP9.G015658	AEP_HVAEP9.G017485	DD
AEP_HVAEP4.G008525	AEP_HVAEP9.G017485	DD
AEP_HVAEP1.G002472	AEP_HVAEP9.G017485	DD
AEP_HVAEP1.G002472	AEP_HVAEP3.G005097	DD
AEP_HVAEP1.G002473	AEP_HVAEP2.G003071	DD
AEP_HVAEP9.G015656	AEP_HVAEP2.G003071	DD
AEP_HVAEP15.G027927	AEP_HVAEP2.G003071	DD
AEP_HVAEP11.G020638	AEP_HVAEP2.G003071	DD
AEP_HVAEP6.G011793	AEP_HVAEP15.G027928	DD
AEP_HVAEP13.G025522	AEP_HVAEP15.G027928	DD
AEP_HVAEP12.G021457	AEP_HVAEP15.G027928	DD
AEP_HVAEP9.G016565	AEP_HVAEP15.G027928	DD
AEP_HVAEP1.G002473	AEP_HVAEP15.G027928	DD
AEP_HVAEP1.G002473	AEP_HVAEP9.G015656	DD
AEP_HVAEP13.G025522	AEP_HVAEP9.G015656	DD
AEP_HVAEP15.G027928	AEP_HVAEP9.G015656	DD
AEP_HVAEP3.G005100	AEP_HVAEP9.G015656	DD
AEP_HVAEP6.G011793	AEP_HVAEP9.G015656	DD
AEP_HVAEP6.G011793	AEP_HVAEP12.G023239	DD
AEP_HVAEP15.G027928	AEP_HVAEP12.G023239	DD
AEP_HVAEP12.G023051	AEP_HVAEP12.G023239	DD
AEP_HVAEP9.G017484	AEP_HVAEP12.G023239	DD
AEP_HVAEP13.G025522	AEP_HVAEP12.G023239	DD
AEP_HVAEP9.G016565	AEP_HVAEP12.G023239	DD
AEP_HVAEP1.G002473	AEP_HVAEP12.G023239	DD
AEP_HVAEP10.G018832	AEP_HVAEP12.G023239	DD
AEP_HVAEP8.G015458	AEP_HVAEP12.G023239	DD
AEP_HVAEP15.G027927	AEP_HVAEP12.G023239	DD
AEP_HVAEP2.G003071	AEP_HVAEP12.G023239	DD
AEP_HVAEP12.G023110	AEP_HVAEP12.G023239	DD
AEP_HVAEP9.G015656	AEP_HVAEP12.G023239	DD
AEP_HVAEP11.G020638	AEP_HVAEP12.G023239	DD
AEP_HVAEP4.G008524	AEP_HVAEP12.G023239	DD
AEP_HVAEP3.G005100	AEP_HVAEP12.G023239	DD
AEP_HVAEP6.G010843	AEP_HVAEP10.G019089	DD
AEP_HVAEP10.G019119	AEP_HVAEP10.G019089	DD
AEP_HVAEP15.G028483	AEP_HVAEP10.G019089	DD
AEP_HVAEP5.G009402	AEP_HVAEP10.G019089	DD
AEP_HVAEP1.G002474	AEP_HVAEP10.G019089	DD
AEP_HVAEP6.G011489	AEP_HVAEP10.G019089	DD
AEP_HVAEP1.G002475	AEP_HVAEP10.G019322	DD
AEP_HVAEP3.G005570	AEP_HVAEP10.G019322	DD
AEP_HVAEP2.G002911	AEP_HVAEP15.G028464	DD
AEP_HVAEP1.G002475	AEP_HVAEP15.G028464	DD
AEP_HVAEP3.G005570	AEP_HVAEP15.G028464	DD
AEP_HVAEP10.G019322	AEP_HVAEP15.G028464	DD
AEP_HVAEP5.G010371	AEP_HVAEP13.G025793	DD
AEP_HVAEP6.G010436	AEP_HVAEP13.G025793	DD
AEP_HVAEP2.G002842	AEP_HVAEP13.G025793	DD
AEP_HVAEP14.G026053	AEP_HVAEP13.G025793	DD
AEP_HVAEP3.G006697	AEP_HVAEP13.G025793	DD
AEP_HVAEP15.G028464	AEP_HVAEP13.G025793	DD
AEP_HVAEP1.G002475	AEP_HVAEP13.G025793	DD
AEP_HVAEP14.G025930	AEP_HVAEP13.G025793	DD
AEP_HVAEP3.G005570	AEP_HVAEP13.G025793	DD
AEP_HVAEP2.G002911	AEP_HVAEP13.G025793	DD
AEP_HVAEP2.G003686	AEP_HVAEP13.G025793	DD
AEP_HVAEP1.G002475	AEP_HVAEP3.G005570	DD
AEP_HVAEP11.G019798	AEP_HVAEP3.G005461	DD
AEP_HVAEP1.G002477	AEP_HVAEP3.G005461	DD
AEP_HVAEP2.G004778	AEP_HVAEP3.G005601	DD
AEP_HVAEP1.G002477	AEP_HVAEP3.G005601	DD
AEP_HVAEP14.G026894	AEP_HVAEP3.G005601	DD
AEP_HVAEP3.G005564	AEP_HVAEP3.G005601	DD
AEP_HVAEP3.G005461	AEP_HVAEP3.G005601	DD
AEP_HVAEP7.G012726	AEP_HVAEP3.G005601	DD
AEP_HVAEP1.G002632	AEP_HVAEP3.G007168	DD
AEP_HVAEP7.G012731	AEP_HVAEP3.G007168	DD
AEP_HVAEP2.G004777	AEP_HVAEP3.G007168	DD
AEP_HVAEP8.G014171	AEP_HVAEP3.G007168	DD
AEP_HVAEP2.G004778	AEP_HVAEP3.G007168	DD
AEP_HVAEP3.G005564	AEP_HVAEP3.G007168	DD
AEP_HVAEP7.G012726	AEP_HVAEP3.G007168	DD
AEP_HVAEP1.G002477	AEP_HVAEP3.G007168	DD
AEP_HVAEP6.G011903	AEP_HVAEP3.G005380	DD
AEP_HVAEP13.G025694	AEP_HVAEP3.G005380	DD
AEP_HVAEP6.G011904	AEP_HVAEP3.G005380	DD
AEP_HVAEP15.G027782	AEP_HVAEP3.G005380	DD
AEP_HVAEP14.G026750	AEP_HVAEP3.G005380	DD
AEP_HVAEP11.G020334	AEP_HVAEP3.G005380	DD
AEP_HVAEP3.G005449	AEP_HVAEP3.G005380	DD
AEP_HVAEP9.G015549	AEP_HVAEP3.G005380	DD
AEP_HVAEP2.G003364	AEP_HVAEP3.G005380	DD
AEP_HVAEP12.G021317	AEP_HVAEP3.G005380	DD
AEP_HVAEP8.G015029	AEP_HVAEP3.G005380	DD
AEP_HVAEP12.G023298	AEP_HVAEP3.G005380	DD
AEP_HVAEP8.G015030	AEP_HVAEP3.G005380	DD
AEP_HVAEP1.G002478	AEP_HVAEP3.G005380	DD
AEP_HVAEP15.G028116	AEP_HVAEP3.G005380	DD
AEP_HVAEP6.G011903	AEP_HVAEP8.G014045	DD
AEP_HVAEP14.G026750	AEP_HVAEP8.G014045	DD
AEP_HVAEP2.G002884	AEP_HVAEP8.G014045	DD
AEP_HVAEP1.G002478	AEP_HVAEP8.G014045	DD
AEP_HVAEP4.G008297	AEP_HVAEP8.G014045	DD
AEP_HVAEP9.G015687	AEP_HVAEP8.G014045	DD
AEP_HVAEP12.G023298	AEP_HVAEP8.G014045	DD
AEP_HVAEP9.G015549	AEP_HVAEP8.G014045	DD
AEP_HVAEP2.G003364	AEP_HVAEP8.G014045	DD
AEP_HVAEP13.G024456	AEP_HVAEP8.G014045	DD
AEP_HVAEP2.G002901	AEP_HVAEP8.G014045	DD
AEP_HVAEP8.G015029	AEP_HVAEP8.G014045	DD
AEP_HVAEP6.G011904	AEP_HVAEP8.G014045	DD
AEP_HVAEP11.G020334	AEP_HVAEP8.G014045	DD
AEP_HVAEP14.G026749	AEP_HVAEP8.G014045	DD
AEP_HVAEP12.G021317	AEP_HVAEP8.G014045	DD
AEP_HVAEP12.G023334	AEP_HVAEP8.G014045	DD
AEP_HVAEP15.G028116	AEP_HVAEP8.G014045	DD
AEP_HVAEP12.G023481	AEP_HVAEP8.G014045	DD
AEP_HVAEP3.G005380	AEP_HVAEP8.G014045	DD
AEP_HVAEP8.G015030	AEP_HVAEP8.G014045	DD
AEP_HVAEP5.G009129	AEP_HVAEP15.G027781	DD
AEP_HVAEP12.G021317	AEP_HVAEP15.G027781	DD
AEP_HVAEP3.G007112	AEP_HVAEP15.G027781	DD
AEP_HVAEP2.G003364	AEP_HVAEP15.G027781	DD
AEP_HVAEP3.G005380	AEP_HVAEP15.G027781	DD
AEP_HVAEP6.G011904	AEP_HVAEP15.G027781	DD
AEP_HVAEP14.G026750	AEP_HVAEP15.G027781	DD
AEP_HVAEP13.G025597	AEP_HVAEP15.G027781	DD
AEP_HVAEP8.G014045	AEP_HVAEP15.G027781	DD
AEP_HVAEP3.G005449	AEP_HVAEP15.G027781	DD
AEP_HVAEP12.G023334	AEP_HVAEP15.G027781	DD
AEP_HVAEP6.G012243	AEP_HVAEP15.G027781	DD
AEP_HVAEP1.G002478	AEP_HVAEP15.G027781	DD
AEP_HVAEP8.G015030	AEP_HVAEP15.G027781	DD
AEP_HVAEP13.G025694	AEP_HVAEP15.G027781	DD
AEP_HVAEP14.G026749	AEP_HVAEP15.G027781	DD
AEP_HVAEP2.G002901	AEP_HVAEP15.G028511	DD
AEP_HVAEP1.G002478	AEP_HVAEP15.G028511	DD
AEP_HVAEP12.G023334	AEP_HVAEP15.G028511	DD
AEP_HVAEP4.G008297	AEP_HVAEP15.G028511	DD
AEP_HVAEP12.G023298	AEP_HVAEP15.G028511	DD
AEP_HVAEP13.G024456	AEP_HVAEP15.G028511	DD
AEP_HVAEP14.G026750	AEP_HVAEP15.G028511	DD
AEP_HVAEP13.G025705	AEP_HVAEP15.G028511	DD
AEP_HVAEP15.G027781	AEP_HVAEP15.G028511	DD
AEP_HVAEP15.G027782	AEP_HVAEP15.G028511	DD
AEP_HVAEP14.G026749	AEP_HVAEP15.G028511	DD
AEP_HVAEP11.G020334	AEP_HVAEP15.G028511	DD
AEP_HVAEP12.G023481	AEP_HVAEP15.G028511	DD
AEP_HVAEP9.G015687	AEP_HVAEP15.G028511	DD
AEP_HVAEP8.G014045	AEP_HVAEP15.G028511	DD
AEP_HVAEP13.G025694	AEP_HVAEP15.G028511	DD
AEP_HVAEP3.G005380	AEP_HVAEP15.G028511	DD
AEP_HVAEP1.G002500	AEP_HVAEP1.G002523	DD
AEP_HVAEP1.G002479	AEP_HVAEP1.G002523	DD
AEP_HVAEP1.G002499	AEP_HVAEP1.G002523	DD
AEP_HVAEP8.G014899	AEP_HVAEP6.G011083	DD
AEP_HVAEP1.G002479	AEP_HVAEP6.G011083	DD
AEP_HVAEP4.G008937	AEP_HVAEP6.G011083	DD
AEP_HVAEP1.G002523	AEP_HVAEP6.G011083	DD
AEP_HVAEP1.G002500	AEP_HVAEP6.G011083	DD
AEP_HVAEP1.G002479	AEP_HVAEP1.G002499	DD
AEP_HVAEP1.G002523	AEP_HVAEP4.G008937	DD
AEP_HVAEP1.G002479	AEP_HVAEP4.G008937	DD
AEP_HVAEP1.G002500	AEP_HVAEP4.G008937	DD
AEP_HVAEP14.G026809	AEP_HVAEP4.G008937	DD
AEP_HVAEP1.G002480	AEP_HVAEP3.G006905	DD
AEP_HVAEP3.G006654	AEP_HVAEP3.G006905	DD
AEP_HVAEP3.G006904	AEP_HVAEP3.G006905	TD
AEP_HVAEP8.G014555	AEP_HVAEP9.G016370	DD
AEP_HVAEP3.G006654	AEP_HVAEP9.G016370	DD
AEP_HVAEP3.G006904	AEP_HVAEP9.G016370	DD
AEP_HVAEP3.G006905	AEP_HVAEP9.G016370	DD
AEP_HVAEP1.G002480	AEP_HVAEP9.G016370	DD
AEP_HVAEP1.G002481	AEP_HVAEP1.G002482	TD
AEP_HVAEP1.G002484	AEP_HVAEP4.G007914	DD
AEP_HVAEP4.G007887	AEP_HVAEP4.G007914	DD
AEP_HVAEP4.G007823	AEP_HVAEP4.G007914	DD
AEP_HVAEP7.G012739	AEP_HVAEP7.G012735	PD
AEP_HVAEP7.G012772	AEP_HVAEP7.G012735	DD
AEP_HVAEP7.G012771	AEP_HVAEP7.G012735	DD
AEP_HVAEP4.G007823	AEP_HVAEP7.G012735	DD
AEP_HVAEP7.G012738	AEP_HVAEP7.G012735	PD
AEP_HVAEP7.G013013	AEP_HVAEP7.G012735	DD
AEP_HVAEP7.G012796	AEP_HVAEP7.G012735	DD
AEP_HVAEP1.G002484	AEP_HVAEP7.G012735	DD
AEP_HVAEP7.G012733	AEP_HVAEP7.G012735	PD
AEP_HVAEP4.G008624	AEP_HVAEP4.G009028	DD
AEP_HVAEP4.G008375	AEP_HVAEP4.G009028	DD
AEP_HVAEP12.G021805	AEP_HVAEP4.G009028	DD
AEP_HVAEP4.G008636	AEP_HVAEP4.G009028	DD
AEP_HVAEP2.G003673	AEP_HVAEP4.G009028	DD
AEP_HVAEP1.G002484	AEP_HVAEP4.G009028	DD
AEP_HVAEP1.G002484	AEP_HVAEP3.G005996	DD
AEP_HVAEP12.G022777	AEP_HVAEP8.G013922	DD
AEP_HVAEP10.G018739	AEP_HVAEP8.G013922	DD
AEP_HVAEP1.G002486	AEP_HVAEP8.G013922	DD
AEP_HVAEP9.G016453	AEP_HVAEP8.G013922	DD
AEP_HVAEP2.G005053	AEP_HVAEP8.G013922	DD
AEP_HVAEP9.G015633	AEP_HVAEP8.G013922	DD
AEP_HVAEP5.G009564	AEP_HVAEP8.G013922	DD
AEP_HVAEP4.G008921	AEP_HVAEP8.G013922	DD
AEP_HVAEP13.G024327	AEP_HVAEP8.G013922	DD
AEP_HVAEP13.G024326	AEP_HVAEP8.G013922	DD
AEP_HVAEP14.G026922	AEP_HVAEP8.G013922	DD
AEP_HVAEP1.G002487	AEP_HVAEP8.G013922	DD
AEP_HVAEP5.G009562	AEP_HVAEP8.G013922	DD
AEP_HVAEP14.G026786	AEP_HVAEP8.G013922	DD
AEP_HVAEP8.G013855	AEP_HVAEP8.G013922	DD
AEP_HVAEP7.G013325	AEP_HVAEP8.G013922	DD
AEP_HVAEP13.G024828	AEP_HVAEP8.G013922	DD
AEP_HVAEP5.G009563	AEP_HVAEP8.G013922	DD
AEP_HVAEP1.G002486	AEP_HVAEP14.G026922	DD
AEP_HVAEP9.G016454	AEP_HVAEP14.G026922	DD
AEP_HVAEP1.G002486	AEP_HVAEP4.G008921	DD
AEP_HVAEP5.G009562	AEP_HVAEP4.G008921	DD
AEP_HVAEP7.G013325	AEP_HVAEP13.G024735	DD
AEP_HVAEP1.G002486	AEP_HVAEP13.G024735	DD
AEP_HVAEP4.G008921	AEP_HVAEP13.G024735	DD
AEP_HVAEP13.G024327	AEP_HVAEP13.G024735	DD
AEP_HVAEP9.G015607	AEP_HVAEP13.G024735	DD
AEP_HVAEP5.G009562	AEP_HVAEP13.G024735	DD
AEP_HVAEP8.G013922	AEP_HVAEP13.G024735	DD
AEP_HVAEP13.G024327	AEP_HVAEP9.G015607	DD
AEP_HVAEP5.G009562	AEP_HVAEP9.G015607	DD
AEP_HVAEP13.G024828	AEP_HVAEP9.G015607	DD
AEP_HVAEP5.G009564	AEP_HVAEP9.G015607	DD
AEP_HVAEP5.G009563	AEP_HVAEP9.G015607	DD
AEP_HVAEP8.G013922	AEP_HVAEP9.G015607	DD
AEP_HVAEP12.G022777	AEP_HVAEP9.G015607	DD
AEP_HVAEP4.G008921	AEP_HVAEP9.G015607	DD
AEP_HVAEP8.G013855	AEP_HVAEP9.G015607	DD
AEP_HVAEP9.G015812	AEP_HVAEP9.G015607	DD
AEP_HVAEP1.G002487	AEP_HVAEP9.G015607	DD
AEP_HVAEP2.G005053	AEP_HVAEP9.G015607	DD
AEP_HVAEP9.G016453	AEP_HVAEP9.G015607	DD
AEP_HVAEP1.G002487	AEP_HVAEP8.G013855	DD
AEP_HVAEP5.G009563	AEP_HVAEP8.G013855	DD
AEP_HVAEP1.G002487	AEP_HVAEP13.G024327	DD
AEP_HVAEP1.G002489	AEP_HVAEP3.G006973	DD
AEP_HVAEP1.G002491	AEP_HVAEP14.G026014	DD
AEP_HVAEP1.G002493	AEP_HVAEP1.G002496	PD
AEP_HVAEP5.G010079	AEP_HVAEP1.G002496	DD
AEP_HVAEP5.G009460	AEP_HVAEP1.G002496	DD
AEP_HVAEP12.G023792	AEP_HVAEP1.G002496	DD
AEP_HVAEP1.G002496	AEP_HVAEP2.G004741	DD
AEP_HVAEP1.G002493	AEP_HVAEP2.G004741	DD
AEP_HVAEP2.G004741	AEP_HVAEP8.G015336	DD
AEP_HVAEP1.G002493	AEP_HVAEP8.G015336	DD
AEP_HVAEP1.G002496	AEP_HVAEP8.G015336	DD
AEP_HVAEP1.G002493	AEP_HVAEP9.G015666	DD
AEP_HVAEP2.G004741	AEP_HVAEP9.G015666	DD
AEP_HVAEP9.G015665	AEP_HVAEP9.G015666	TD
AEP_HVAEP8.G015336	AEP_HVAEP9.G015666	DD
AEP_HVAEP1.G002496	AEP_HVAEP9.G015666	DD
AEP_HVAEP1.G002497	AEP_HVAEP1.G002493	PD
AEP_HVAEP9.G015665	AEP_HVAEP1.G002493	DD
AEP_HVAEP1.G002499	AEP_HVAEP14.G026809	DD
AEP_HVAEP1.G002499	AEP_HVAEP8.G014899	DD
AEP_HVAEP1.G002523	AEP_HVAEP8.G014899	DD
AEP_HVAEP14.G026809	AEP_HVAEP8.G014899	DD
AEP_HVAEP8.G014899	AEP_HVAEP1.G002479	DD
AEP_HVAEP1.G002500	AEP_HVAEP1.G002479	DD
AEP_HVAEP9.G015992	AEP_HVAEP12.G021836	DD
AEP_HVAEP1.G002504	AEP_HVAEP12.G021836	DD
AEP_HVAEP1.G002504	AEP_HVAEP9.G015992	DD
AEP_HVAEP1.G002507	AEP_HVAEP2.G004929	DD
AEP_HVAEP1.G002507	AEP_HVAEP3.G005925	DD
AEP_HVAEP1.G002508	AEP_HVAEP8.G014343	DD
AEP_HVAEP1.G002508	AEP_HVAEP12.G021724	DD
AEP_HVAEP8.G014343	AEP_HVAEP12.G021724	DD
AEP_HVAEP1.G002509	AEP_HVAEP13.G024737	DD
AEP_HVAEP6.G010899	AEP_HVAEP13.G024737	DD
AEP_HVAEP13.G024737	AEP_HVAEP15.G027304	DD
AEP_HVAEP8.G014612	AEP_HVAEP15.G027304	DD
AEP_HVAEP6.G010899	AEP_HVAEP15.G027304	DD
AEP_HVAEP1.G002509	AEP_HVAEP15.G027304	DD
AEP_HVAEP1.G002509	AEP_HVAEP6.G010899	DD
AEP_HVAEP5.G009848	AEP_HVAEP11.G019639	DD
AEP_HVAEP1.G002510	AEP_HVAEP11.G019639	DD
AEP_HVAEP14.G027021	AEP_HVAEP11.G019639	DD
AEP_HVAEP12.G022672	AEP_HVAEP11.G019639	DD
AEP_HVAEP5.G009629	AEP_HVAEP11.G019639	DD
AEP_HVAEP8.G014725	AEP_HVAEP11.G019639	DD
AEP_HVAEP1.G002513	AEP_HVAEP12.G021446	DD
AEP_HVAEP1.G002534	AEP_HVAEP1.G002529	PD
AEP_HVAEP1.G002533	AEP_HVAEP1.G002529	PD
AEP_HVAEP1.G002516	AEP_HVAEP1.G002529	DD
AEP_HVAEP1.G002608	AEP_HVAEP1.G002529	DD
AEP_HVAEP12.G021560	AEP_HVAEP1.G002529	DD
AEP_HVAEP12.G021560	AEP_HVAEP1.G002532	DD
AEP_HVAEP1.G002529	AEP_HVAEP1.G002532	PD
